,x,y,z,latitude,longitude,bearing,accuracy,light,timestamp,Unnamed: 9,y1,z1
0,-2.3178703E-08,-1.7763568E-15,10.197434,23.55662715,87.30796488,131.81623840332,3.216,1,30462998,0,0,0
1,-0.33311915,-0.6222509,9.16165,23.55662715,87.30796488,131.81623840332,3.216,1,30463014,0,-0.616090060998406,9.07094149216344
2,6.087503E-11,-8.881784E-16,9.47512,23.55662715,87.30796488,131.81623840332,3.216,1,30463053,0,-0.309422096843298,9.27212733819482
3,-3.2862566E-09,-1.7763568E-15,9.651026,23.55662715,87.30796488,131.81623840332,3.216,1,30463088,0,-0.206451399684468,9.3982187187286
4,-6.2349476E-10,0,9.45716,23.55662715,87.30796488,131.81623840332,3.216,1,30463126,0,-0.154786241737268,9.41296897283756
5,0.049902022,0.33383626,10.35349,23.55662715,87.30796488,131.81623840332,3.216,1,30463133,0,-0.056670182996497,9.60182686624178
6,1.3552058E-09,-8.881784E-16,9.418094,23.55662715,87.30796488,131.81623840332,3.216,1,30463165,0,-0.047154367836223,9.57097522783906
7,0.06552224,-0.5134936,8.9217415,23.55662715,87.30796488,131.81623840332,3.216,1,30463186,0,-0.114543341993836,9.47715684008601
8,-9.908439E-10,-1.7763568E-15,9.656244,23.55662357,87.30796268,131.81623840332,3.216,1,30463203,0,-0.099993634527898,9.49990513555477
9,0.30344218,-1.3009678,9.037059,23.55662357,87.30796268,131.81623840332,3.216,1,30463241,0,-0.236296664361057,9.44737500423601
10,0.22464813,-0.8912311,9.136807,23.55662357,87.30796268,131.81623840332,3.216,1,30463250,0,-0.303579126870362,9.41546985623259
11,0.22464813,-0.8912311,9.136807,23.55662357,87.30796268,131.81623840332,3.216,1,30463259,0,-0.358808205614906,9.38928038774823
12,-6.11378E-10,4.440892E-16,9.532467,23.55662357,87.30796268,131.81623840332,3.216,1,30463280,0,-0.327683924243716,9.40170089636139
13,-0.48153067,-0.4094838,10.583846,23.55662357,87.30796268,131.81623840332,3.216,1,30463289,0,-0.334282361994016,9.49705936489283
14,0.17726539,-0.32028833,9.391707,23.55662357,87.30796268,131.81623840332,3.216,1,30463319,0,-0.33322581430784,9.48910527436279
15,-0.22171505,-1.0575141,9.049308,23.55662357,87.30796268,131.81623840332,3.216,1,30463331,0,-0.384696293368779,9.45785172954049
16,-0.1404924,-0.8654735,9.176624,23.55662357,87.30796268,131.81623840332,3.216,1,30463357,0,-0.417013874992064,9.43894775493687
17,-0.56116587,0.23214929,10.462384,23.55662357,87.30796268,131.81623840332,3.216,1,30463364,0,-0.375556516316021,9.50430722969106
18,2.410717E-09,-1.7763568E-15,9.653633,23.55662357,87.30796268,131.81623840332,3.216,1,30463396,0,-0.3526806706685,9.51340293998865
19,-0.28474426,-0.8845468,9.191958,23.55662357,87.30796268,131.81623840332,3.216,1,30463411,0,-0.383689666973157,9.49466197415804
20,0.064813726,-0.7307238,9.137581,23.55662357,87.30796268,131.81623840332,3.216,1,30463434,0,-0.403117462527129,9.47467173255948
21,-1.2385416,0.19834791,10.469757,23.55662357,87.30796268,131.81623840332,3.216,1,30463449,0,-0.37069220438634,9.5283172093278
22,-5.8034376E-11,-4.440892E-16,9.647281,23.55662357,87.30796268,131.81623840332,3.216,1,30463473,0,-0.35139685142732,9.53450953898351
23,-0.896845,-1.3783368,8.834029,23.55662357,87.30796268,131.81623840332,3.216,1,30463483,0,-0.403133550810596,9.49921969450955
24,1.9805466E-08,-7.2164497E-16,9.9220085,23.55662357,87.30796268,131.81623840332,3.216,1,30463511,0,-0.383432964912924,9.51988080585191
25,-2.3240929,2.1018958,9.466148,23.55662357,87.30796268,131.81623840332,3.216,1,30463549,0,-0.265380147408294,9.51732850403463
26,-0.98331547,2.580914,9.536028,23.55662357,87.30796268,131.81623840332,3.216,1,30463565,0,-0.133720691280981,9.51819347629018
27,-1.1757208,1.3524303,9.434878,23.55662357,87.30796268,131.81623840332,3.216,1,30463586,0,-0.066659546298002,9.51443394494538
28,-0.17054747,0.09478744,8.854148,23.55662357,87.30796268,131.81623840332,3.216,1,30463596,0,-0.059541281330039,9.48532166221706
29,-2.9230268,2.6108234,9.554211,23.55662357,87.30796268,131.81623840332,3.216,1,30463625,0,0.055671580026682,9.48829389210702
30,-1.4263264,2.3574493,10.262664,23.55662357,87.30796268,131.81623840332,3.216,1,30463639,0,0.152987526193424,9.5210331783895
31,-1.6858095,0.3335945,8.443983,23.55662357,87.30796268,131.81623840332,3.216,1,30463664,0,0.160479693172703,9.47635362027787
32,-0.38716498,0.53203845,9.1182375,23.55662357,87.30796268,131.81623840332,3.216,1,30463677,0,0.175621451037518,9.46175967657154
33,-3.2199733,3.1343791,10.216556,23.55662357,87.30796268,131.81623840332,3.216,1,30463703,0,0.294204390400919,9.49201087564633
34,-0.48927575,1.6921272,9.59982,23.55662357,87.30796268,131.81623840332,3.216,1,30463720,0,0.349363286172847,9.49626478166507
35,-1.0931842,0.31617114,8.277674,23.55662357,87.30796268,131.81623840332,3.216,1,30463740,0,0.348072623757879,9.44888040004265
36,0.36833787,1.5089346,10.002633,23.55662357,87.30796268,131.81623840332,3.216,1,30463761,0,0.392597261300539,9.47011947437362
37,-3.1270258,2.431504,9.885874,23.55662357,87.30796268,131.81623840332,3.216,1,30463778,0,0.46979975411682,9.48586187453778
38,-1.4275333,0.86591727,8.552082,23.55662357,87.30796268,131.81623840332,3.216,1,30463786,0,0.484618786733062,9.45092851799
39,-2.3090382,1.410801,8.979152,23.55662357,87.30796268,131.81623840332,3.216,1,30463818,0,0.518878165063195,9.43347755641293
40,-0.41227475,1.978017,10.374616,23.55662357,87.30796268,131.81623840332,3.216,1,30463837,0,0.572281887568277,9.46792273399081
41,-1.7395447,1.3933082,8.716849,23.55662357,87.30796268,131.81623840332,3.216,1,30463857,0,0.602033408221271,9.4407060840852
42,-0.34846956,1.2923255,9.402575,23.55662357,87.30796268,131.81623840332,3.216,1,30463876,0,0.626815014212038,9.43933717154361
43,-1.6488987,2.3136172,9.95893,23.55662357,87.30796268,131.81623840332,3.216,1,30463894,0,0.686843255322819,9.45782792514163
44,-0.44217813,0.3314409,9.046956,23.55662357,87.30796268,131.81623840332,3.216,1,30463905,0,0.674299099977016,9.44332593555429
45,-2.571416,1.1039321,8.97008,23.55662357,87.30796268,131.81623840332,3.216,1,30463932,0,0.68934674289747,9.4267507752398
46,-1.0275185,3.6186554,10.462376,23.55662357,87.30796268,131.81623840332,3.216,2,30463954,0,0.791204014662585,9.46276130615789
47,-1.6140643,1.4416966,8.642584,23.55662357,87.30796268,131.81623840332,3.216,2,30463971,0,0.813669655412585,9.4344353741999
48,0.044937264,-1.1859691,8.768087,23.55662357,87.30796268,131.81623840332,3.216,2,30464009,0,0.745048340380169,9.41156839305966
49,-2.7250347,1.9794711,10.245191,23.55662357,87.30796268,131.81623840332,3.216,2,30464018,0,0.787157121357907,9.4400050299413
50,-0.49271712,4.011355,10.466303,23.55662357,87.30796268,131.81623840332,3.216,2,30464047,0,0.89652540127074,9.4748181673132
51,-0.911461,0.016098285,7.626248,23.55662357,87.30796268,131.81623840332,3.216,2,30464063,0,0.866817370514598,9.41244232907454
52,-0.90523416,-0.12863868,9.553865,23.55662357,87.30796268,131.81623840332,3.216,2,30464086,0,0.833393720766741,9.41719076755857
53,-3.6696594,3.971961,10.197518,23.55662357,87.30796268,131.81623840332,3.216,2,30464100,0,0.9382867056854,9.44326981743769
54,-0.6396143,0.9903609,9.533361,23.55662357,87.30796268,131.81623840332,3.216,2,30464124,0,0.940019490157198,9.44626762862315
55,0.4998749,-0.60086495,8.569366,23.55662357,87.30796268,131.81623840332,3.216,2,30464136,0,0.888955448101403,9.41720760278614
56,-2.465173,2.3619027,10.184011,23.55662357,87.30796268,131.81623840332,3.216,2,30464162,0,0.937580988716891,9.44252163197982
57,-2.3862672,3.112122,9.204766,23.55662357,87.30796268,131.81623840332,3.216,2,30464172,0,1.00910951450341,9.43470098855911
58,-0.44847694,-0.16333874,9.206753,23.55662439,87.30796359,131.81623840332,3.216,2,30464205,0,0.970673726831996,9.42722828308599
59,-1.8510649,1.0880463,9.101059,23.55662439,87.30796359,131.81623840332,3.216,2,30464222,0,0.974509291103117,9.41656954727766
60,-1.8457,3.315809,11.013639,23.55662439,87.30796359,131.81623840332,3.216,2,30464240,1,1.05079176361762,9.46860406732142
61,-1.67083,5.0183597,7.150268,23.55662439,87.30796359,131.81623840332,3.216,2,30464252,0,1.17969879730885,9.39328088941251
62,-0.7071177,-2.3252816,9.792928,23.55662439,87.30796359,131.81623840332,3.216,2,30464277,0,1.06612011166995,9.40623143075498
63,-2.1804528,2.4079378,9.572791,23.55662439,87.30796359,131.81623840332,3.216,2,30464316,0,1.10949453336828,9.4116154893027
