x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
-1.8504266,-3.4759803,9.072633,23.54308813,87.29041568,78.66329193,4.288,1962,2096728
-1.533103,-0.050835285,9.277288,23.54308813,87.29041568,78.66329193,4.288,1962,2096735
-1.5301163,-1.4698117,9.391344,23.54308813,87.29041568,78.66329193,4.288,1962,2096766
-1.7193474,1.217198,9.573898,23.54308813,87.29041568,78.66329193,4.288,1962,2096784
-1.4800322,-0.3204531,9.697493,23.54308813,87.29041568,78.66329193,4.288,1962,2096807
-0.86162144,-2.7342248,7.8620615,23.54308813,87.29041568,78.66329193,4.288,1962,2096823
-1.7912419,3.9450498,11.06907,23.54308813,87.29041568,78.66329193,4.288,1962,2096845
-1.7807012,-3.3261557,8.693331,23.54308813,87.29041568,78.66329193,4.288,1962,2096858
-1.5945483,0.22924015,9.748291,23.54308813,87.29041568,78.66329193,4.288,1962,2096883
-1.4356953,0.5802225,8.721612,23.54308813,87.29041568,78.66329193,4.288,1962,2096898
-1.9775329,0.6028914,10.158448,23.54308813,87.29041568,78.66329193,4.288,1962,2096920
-1.8978617,-1.7797433,9.096202,23.54308813,87.29041568,78.66329193,4.288,1962,2096929
-1.6153051,-0.5170489,9.408495,23.54308813,87.29041568,78.66329193,4.288,1962,2096958
-1.5995145,2.237723,9.451881,23.54308813,87.29041568,78.66329193,4.288,1962,2096973
-1.762861,-1.9031597,9.521609,23.54308813,87.29041568,78.66329193,4.288,1962,2096997
-2.149923,0.012655242,9.745186,23.54308813,87.29041568,78.66329193,4.288,1962,2097008
-1.560112,-0.6301767,8.586817,23.54308813,87.29041568,78.66329193,4.288,1962,2097034
-2.0462866,1.4248143,10.147644,23.54308813,87.29041568,78.66329193,4.288,1962,2097044
-1.2403568,-1.4860445,9.158915,23.54308813,87.29041568,78.66329193,4.288,1962,2097074
-2.0781074,-0.017770935,9.581395,23.54308813,87.29041568,78.66329193,4.288,1962,2097092
-1.6905496,-0.14550184,8.757413,23.54308813,87.29041568,78.66329193,4.288,1962,2097113
-1.7833207,-0.45253015,9.597904,23.54308813,87.29041568,78.66329193,4.288,1962,2097129
-1.0893126,0.62206167,9.926691,23.54308813,87.29041568,78.66329193,4.288,1962,2097150
-1.9092292,-1.304485,8.872691,23.54308813,87.29041568,78.66329193,4.288,1962,2097189
-1.3391099,-0.11652351,9.824,23.54308813,87.29041568,78.66329193,4.288,1962,2097204
-1.8148583,0.062609226,8.934685,23.54308813,87.29041568,78.66329193,4.288,1962,2097228
-1.2491407,0.13993979,9.559167,23.54308813,87.29041568,78.66329193,4.288,1962,2097246
-2.0350184,-1.1326079,9.833528,23.54308813,87.29041568,78.66329193,4.288,1962,2097268
-1.481906,-0.8779911,9.135594,23.54308813,87.29041568,78.66329193,4.288,1962,2097283
-2.0260773,1.5868278,9.32124,23.54308813,87.29041568,78.66329193,4.288,1962,2097306
-1.6459514,-0.90953726,9.698495,23.54308813,87.29041568,78.66329193,4.288,1962,2097321
-2.1301577,-0.57059324,9.681321,23.54308813,87.29041568,78.66329193,4.288,1962,2097342
-1.1356179,0.17657685,8.391586,23.54308813,87.29041568,78.66329193,4.288,1962,2097351
-2.3140433,-0.28176743,10.059848,23.54308813,87.29041568,78.66329193,4.288,1962,2097378
-1.1878759,-0.35466558,9.592009,23.54308813,87.29041568,78.66329193,4.288,1962,2097394
-1.8590156,-0.42044201,9.454419,23.54308813,87.29041568,78.66329193,4.288,1962,2097419
-1.3056964,-0.36293316,8.422581,23.54308813,87.29041568,78.66329193,4.288,1962,2097430
-2.1070113,0.39360973,10.211599,23.54308813,87.29041568,78.66329193,4.288,1962,2097457
-1.4412292,-0.212696,9.405326,23.54308813,87.29041568,78.66329193,4.288,1962,2097465
-1.4412292,-0.212696,9.405326,23.54308813,87.29041568,78.66329193,4.288,1979,2097487
-1.9325294,-0.50471437,9.131356,23.54308813,87.29041568,78.66329193,4.288,1979,2097510
-1.3656217,-0.06596213,9.205161,23.54308813,87.29041568,78.66329193,4.288,1979,2097526
-1.9765617,-0.39827803,9.7621765,23.54308813,87.29041568,78.66329193,4.288,1979,2097535
-1.4618889,-0.10589624,9.232355,23.54308813,87.29041568,78.66329193,4.288,1979,2097539
-1.6813949,-0.71932787,9.531992,23.54308813,87.29041568,78.66329193,4.288,1979,2097572
-1.0652986,0.001375138,8.95623,23.54308813,87.29041568,78.66329193,4.288,1979,2097583
-2.0981915,0.30675521,9.851506,23.54308814,87.29041566,78.66329193,4.288,1979,2097614
-1.8617969,-0.92731756,9.204032,23.54308814,87.29041566,78.66329193,4.288,1979,2097627
-1.5094014,-0.058909535,9.453275,23.54308814,87.29041566,78.66329193,4.288,1979,2097649
-1.2709954,0.25258455,9.007933,23.54308814,87.29041566,78.66329193,4.288,1979,2097687
-1.8240504,-0.16802667,9.779576,23.54308814,87.29041566,78.66329193,4.288,1979,2097700
-1.9398657,-0.71681887,9.438659,23.54308814,87.29041566,78.66329193,4.288,1979,2097727
-1.4960227,-0.41398162,8.8935,23.54308814,87.29041566,78.66329193,4.288,1979,2097740
-1.4918288,0.9893679,9.376707,23.54308814,87.29041566,78.66329193,4.288,1979,2097765
-1.6409374,-0.80978835,9.731118,23.54308814,87.29041566,78.66329193,4.288,1979,2097787
-2.0198886,-0.18527475,9.618946,23.54308814,87.29041566,78.66329193,4.288,1979,2097803
-1.6046635,-1.0221847,8.5587635,23.54308814,87.29041566,78.66329193,4.288,1979,2097812
-1.8329861,1.7013818,9.6039715,23.54308814,87.29041566,78.66329193,4.288,1979,2097841
-1.3836925,-1.419375,9.85258,23.54308814,87.29041566,78.66329193,4.288,1979,2097867
-1.9814966,-0.16309965,9.553465,23.54308814,87.29041566,78.66329193,4.288,1979,2097880
-1.4690837,-0.75829273,8.564828,23.54308814,87.29041566,78.66329193,4.288,1979,2097892
-1.8037037,1.0541252,9.701658,23.54308814,87.29041566,78.66329193,4.288,1979,2097917
-1.4042939,-1.1101949,9.795669,23.54308814,87.29041566,78.66329193,4.288,1979,2097929
-1.7964964,-0.74963766,9.573265,23.54308814,87.29041566,78.66329193,4.288,1979,2097955
-1.3912523,-0.34913683,9.094975,23.54308814,87.29041566,78.66329193,4.288,1979,2097969
-1.3912523,-0.34913683,9.094975,23.54308814,87.29041566,78.66329193,4.288,1957,2097984
-1.6875271,0.62402964,9.439994,23.54308814,87.29041566,78.66329193,4.288,1957,2097994
-1.8373708,-0.7384334,9.587285,23.54308814,87.29041566,78.66329193,4.288,1957,2097995
-1.639572,-0.99439746,9.273375,23.54308814,87.29041566,78.66329193,4.288,1957,2098033
-1.6485765,0.33236924,9.7437525,23.54308814,87.29041566,78.66329193,4.288,1957,2098052
-1.3611012,-0.26711822,9.107983,23.54308814,87.29041566,78.66329193,4.288,1957,2098075
-2.1188538,-0.17823724,9.753506,23.54308814,87.29041566,78.66329193,4.288,1957,2098093
-1.4728321,-1.0528282,8.497564,23.54308814,87.29041566,78.66329193,4.288,1957,2098110
-2.0145793,0.7693493,10.328248,23.54308814,87.29041566,78.66329193,4.288,1957,2098148
-1.1280187,-0.4882409,9.175465,23.54308814,87.29041566,78.66329193,4.288,1957,2098166
-2.107027,-0.1999242,9.624057,23.54308814,87.29041566,78.66329193,4.288,1957,2098185
-1.4838003,-0.44115403,8.523741,23.54308814,87.29041566,78.66329193,4.288,1957,2098194
-1.9050535,0.41583607,9.978609,23.54308814,87.29041566,78.66329193,4.288,1957,2098224
-1.5537282,-0.5211169,9.550887,23.54308814,87.29041566,78.66329193,4.288,1957,2098235
-1.7378705,-0.30073667,9.1002,23.54308814,87.29041566,78.66329193,4.288,1957,2098263
-1.4096774,0.31420752,9.182981,23.54308814,87.29041566,78.66329193,4.288,1957,2098282
-2.0038657,-0.77020866,9.74425,23.54308814,87.29041566,78.66329193,4.288,1957,2098300
-1.6376688,-0.18705548,9.273074,23.54308814,87.29041566,78.66329193,4.288,1957,2098309
-1.5431415,-0.4095355,9.46211,23.54308814,87.29041566,78.66329193,4.288,1957,2098340
-0.97575736,0.06646651,9.014755,23.54308814,87.29041566,78.66329193,4.288,1957,2098355
-2.1906416,-0.007408341,9.960549,23.54308814,87.29041566,78.66329193,4.288,1957,2098377
-1.9762832,-0.59364265,9.137757,23.54308814,87.29041566,78.66329193,4.288,1957,2098386
-1.6238997,-0.20545053,9.227293,23.54308814,87.29041566,78.66329193,4.288,1957,2098416
-1.5070237,-0.040392663,9.570055,23.54308814,87.29041566,78.66329193,4.288,1957,2098433
