,x,y,z,latitude,longitude,bearing,accuracy,light,timestamp,Unnamed: 9,y1,z1
0,5.1150288000000004e-08,0.0,9.561327,23.55665816,87.30788818,98.5731964111328,3.216,0,30664377,0,0.0,0.0
1,-2.051135e-08,-1.7763568e-15,9.957118,23.55665816,87.30788818,98.5731964111328,3.216,0,30664423,0,-1.7587692830447222e-15,9.858533649350006
2,0.24214706,0.87843585,10.412949000000001,23.55665816,87.30788818,98.5731964111328,3.216,0,30664452,0,0.43725447108139315,10.134502111825517
3,-0.20301938,-0.517968,8.769594,23.55665816,87.30788818,98.5731964111328,3.216,0,30664486,0,0.11937179627408806,9.680282645063922
4,-2.2966296e-08,-1.3322676e-15,9.541734,23.55665816,87.30788818,98.5731964111328,3.216,0,30664493,0,0.08949860230026309,9.645610380106948
5,0.5333429000000001,1.1298683999999999,10.587949,23.55665816,87.30788818,98.5731964111328,3.216,0,30664523,0,0.29840626377778945,9.834833248588021
6,2.2893827e-08,0.0,9.739694,23.55665816,87.30788818,98.5731964111328,3.216,0,30664539,0,0.24829915808954667,9.818857872187579
7,0.5906312,-0.5928309,8.548447999999999,23.55665816,87.30788818,98.5731964111328,3.216,0,30664562,0,0.1267505346019107,9.635275595291864
8,-1.5629386e-08,-1.3322676e-15,9.951151,23.55665816,87.30788818,98.5731964111328,3.216,0,30664574,0,0.11065022560526583,9.675399225824973
9,0.6760155,0.9547005,10.7682085,23.55665816,87.30788818,98.5731964111328,3.216,0,30664600,1,0.20644463404392427,9.799426219395878
10,2.9596089999999998e-08,-8.881784e-16,9.504625,23.55665816,87.30788818,98.5731964111328,3.216,0,30664608,0,0.18523624646424733,9.769140818426925
11,1.3146216,-0.6895826999999999,8.272641,23.55665816,87.30788818,98.5731964111328,3.216,0,30664639,0,0.10301845993290865,9.628495827697245
12,3.1168007000000004e-08,-3.5527136999999994e-15,10.112559,23.55665816,87.30788818,98.5731964111328,3.216,0,30664658,0,0.09408227764052288,9.670485163895291
13,0.7429908000000001,0.5834088000000001,10.890735000000001,23.55665816,87.30788818,98.5731964111328,3.216,0,30664677,0,0.1335541052870573,9.768917374322367
14,0.29995066,-1.1823603999999999,9.047482,23.55665816,87.30788818,98.5731964111328,3.216,0,30664685,0,0.03420272275767178,9.714449092715503
15,1.7059696,-1.3896058,8.140914,23.55665816,87.30788818,98.5731964111328,3.216,0,30664716,0,-0.06697813050899473,9.602628141526342
