,Unnamed: 0,x,y,z,latitude,longitude,bearing,accuracy,light,timestamp,Unnamed: 9,y1,z1
0,0,-2.3178703e-08,-1.7763568e-15,10.197434,23.55662715,87.30796488,131.81623840332,3.216,1,30462998,0,0.0,0.0
1,1,-0.33311915,-0.6222509,9.16165,23.55662715,87.30796488,131.81623840332,3.216,1,30463014,0,-0.616090060998406,9.070941492163444
2,2,6.087503e-11,-8.881784e-16,9.47512,23.55662715,87.30796488,131.81623840332,3.216,1,30463053,0,-0.3094220968432985,9.27212733819482
3,3,-3.2862566e-09,-1.7763568e-15,9.651026,23.55662715,87.30796488,131.81623840332,3.216,1,30463088,0,-0.20645139968446768,9.398218718728597
4,4,-6.2349476e-10,0.0,9.45716,23.55662715,87.30796488,131.81623840332,3.216,1,30463126,0,-0.15478624173726802,9.412968972837561
5,5,0.049902022,0.33383626,10.35349,23.55662715,87.30796488,131.81623840332,3.216,1,30463133,0,-0.0566701829964972,9.60182686624178
6,6,1.3552058e-09,-8.881784e-16,9.418094,23.55662715,87.30796488,131.81623840332,3.216,1,30463165,0,-0.047154367836222906,9.570975227839057
7,7,0.06552224,-0.5134936,8.9217415,23.55662715,87.30796488,131.81623840332,3.216,1,30463186,0,-0.11454334199383615,9.477156840086012
8,8,-9.908439e-10,-1.7763568e-15,9.656244,23.55662357,87.30796268,131.81623840332,3.216,1,30463203,0,-0.09999363452789788,9.499905135554767
9,9,0.30344218,-1.3009678,9.037059,23.55662357,87.30796268,131.81623840332,3.216,1,30463241,0,-0.2362966643610569,9.44737500423601
10,10,0.22464813,-0.8912310999999999,9.136807,23.55662357,87.30796268,131.81623840332,3.216,1,30463250,0,-0.3035791268703624,9.415469856232589
11,11,0.22464813,-0.8912310999999999,9.136807,23.55662357,87.30796268,131.81623840332,3.216,1,30463259,0,-0.3588082056149059,9.389280387748231
12,12,-6.113780000000001e-10,4.440892e-16,9.532467,23.55662357,87.30796268,131.81623840332,3.216,1,30463280,0,-0.3276839242437157,9.401700896361387
13,13,-0.48153067,-0.4094838,10.583846,23.55662357,87.30796268,131.81623840332,3.216,1,30463289,0,-0.3342823619940161,9.497059364892833
14,14,0.17726539,-0.32028833,9.391707,23.55662357,87.30796268,131.81623840332,3.216,1,30463319,0,-0.3332258143078405,9.489105274362792
15,15,-0.22171505,-1.0575141,9.049308,23.55662357,87.30796268,131.81623840332,3.216,1,30463331,0,-0.3846962933687785,9.457851729540492
16,16,-0.1404924,-0.8654735,9.176624,23.55662357,87.30796268,131.81623840332,3.216,1,30463357,0,-0.4170138749920645,9.438947754936873
17,17,-0.56116587,0.23214929,10.462384,23.55662357,87.30796268,131.81623840332,3.216,1,30463364,0,-0.3755565163160206,9.504307229691058
18,18,2.410717e-09,-1.7763568e-15,9.653633,23.55662357,87.30796268,131.81623840332,3.216,1,30463396,0,-0.3526806706685002,9.513402939988653
19,19,-0.28474426,-0.8845468000000001,9.191958,23.55662357,87.30796268,131.81623840332,3.216,1,30463411,0,-0.3836896669731571,9.494661974158042
20,20,0.064813726,-0.7307238,9.137581,23.55662357,87.30796268,131.81623840332,3.216,1,30463434,0,-0.4031174625271288,9.474671732559477
21,21,-1.2385416,0.19834791,10.469757,23.55662357,87.30796268,131.81623840332,3.216,1,30463449,0,-0.3706922043863405,9.5283172093278
22,22,-5.8034376e-11,-4.440892e-16,9.647281,23.55662357,87.30796268,131.81623840332,3.216,1,30463473,0,-0.3513968514273201,9.534509538983512
23,23,-0.8968450000000001,-1.3783368,8.834029,23.55662357,87.30796268,131.81623840332,3.216,1,30463483,0,-0.40313355081059576,9.499219694509556
24,24,1.9805466e-08,-7.2164497e-16,9.9220085,23.55662357,87.30796268,131.81623840332,3.216,1,30463511,0,-0.383432964912924,9.519880805851914
25,25,-2.3240929,2.1018958,9.466148,23.55662357,87.30796268,131.81623840332,3.216,1,30463549,0,-0.26538014740829396,9.517328504034623
26,26,-0.98331547,2.580914,9.536028,23.55662357,87.30796268,131.81623840332,3.216,1,30463565,0,-0.13372069128098096,9.518193476290179
27,27,-1.1757208,1.3524303,9.434878,23.55662357,87.30796268,131.81623840332,3.216,1,30463586,0,-0.06665954629800208,9.514433944945383
28,28,-0.17054747,0.09478744,8.854148,23.55662357,87.30796268,131.81623840332,3.216,1,30463596,0,-0.059541281330038824,9.48532166221706
29,29,-2.9230268,2.6108234,9.554211,23.55662357,87.30796268,131.81623840332,3.216,1,30463625,0,0.05567158002668199,9.488293892107016
30,30,-1.4263264,2.3574493,10.262664,23.55662357,87.30796268,131.81623840332,3.216,1,30463639,0,0.15298752619342396,9.5210331783895
31,31,-1.6858095000000002,0.3335945,8.443983,23.55662357,87.30796268,131.81623840332,3.216,1,30463664,0,0.16047969317270278,9.476353620277873
32,32,-0.38716498,0.53203845,9.1182375,23.55662357,87.30796268,131.81623840332,3.216,1,30463677,0,0.17562145103751794,9.461759676571537
33,33,-3.2199732999999995,3.1343791000000003,10.216556,23.55662357,87.30796268,131.81623840332,3.216,1,30463703,0,0.2942043904009189,9.492010875646333
34,34,-0.48927575,1.6921272,9.59982,23.55662357,87.30796268,131.81623840332,3.216,1,30463720,0,0.34936328617284657,9.49626478166507
35,35,-1.0931841999999998,0.31617114,8.277674000000001,23.55662357,87.30796268,131.81623840332,3.216,1,30463740,0,0.3480726237578787,9.448880400042645
36,36,0.36833787,1.5089346,10.002633,23.55662357,87.30796268,131.81623840332,3.216,1,30463761,0,0.3925972613005394,9.470119474373616
